teamA,teamB,teamAAttack,teamAMidfield,teamADefense,teamAFormScore,teamAStrength,teamBAttack,teamBMidfield,teamBDefense,teamBFormScore,teamBStrength,result
"New Zealand","France","70","69","71","7","69","90","84","83","10","87","teamBWin"
"France","New Zealand","90","84","83","10","87","70","69","71","7","69","teamAWin"
"New Zealand","Senegal","70","69","71","7","69","81","79","81","10","81","teamBWin"
"Senegal","New Zealand","81","79","81","10","81","70","69","71","7","69","teamAWin"
"New Zealand","Norway","70","69","71","7","69","84","80","76","10","82","teamBWin"
"Norway","New Zealand","84","80","76","10","82","70","69","71","7","69","teamAWin"
"New Zealand","Iraq","70","69","71","7","69","72","73","72","10","74","draw"
"Iraq","New Zealand","72","73","72","10","74","70","69","71","7","69","teamAWin"
"New Zealand","Argentina","70","69","71","7","69","88","86","82","13","89","teamBWin"
"Argentina","New Zealand","88","86","82","13","89","70","69","71","7","69","teamAWin"
"New Zealand","Algeria","70","69","71","7","69","78","79","76","10","79","teamBWin"
"Algeria","New Zealand","78","79","76","10","79","70","69","71","7","69","teamAWin"
"New Zealand","Austria","70","69","71","7","69","79","82","79","10","81","teamBWin"
"Austria","New Zealand","79","82","79","10","81","70","69","71","7","69","teamAWin"
"New Zealand","Jordan","70","69","71","7","69","71","72","70","8","71","draw"
"Jordan","New Zealand","71","72","70","8","71","70","69","71","7","69","draw"
"New Zealand","Portugal","70","69","71","7","69","87","84","80","10","85","teamBWin"
"Portugal","New Zealand","87","84","80","10","85","70","69","71","7","69","teamAWin"
"New Zealand","Uzbekistan","70","69","71","7","69","73","75","74","10","76","teamBWin"
"Uzbekistan","New Zealand","73","75","74","10","76","70","69","71","7","69","teamAWin"
"New Zealand","Colombia","70","69","71","7","69","82","81","78","10","82","teamBWin"
"Colombia","New Zealand","82","81","78","10","82","70","69","71","7","69","teamAWin"
"New Zealand","DR Congo","70","69","71","7","69","74","74","75","8","74","teamBWin"
"DR Congo","New Zealand","74","74","75","8","74","70","69","71","7","69","teamAWin"
"New Zealand","England","70","69","71","7","69","86","86","84","13","89","teamBWin"
"England","New Zealand","86","86","84","13","89","70","69","71","7","69","teamAWin"
"New Zealand","Croatia","70","69","71","7","69","77","84","79","8","79","teamBWin"
"Croatia","New Zealand","77","84","79","8","79","70","69","71","7","69","teamAWin"
"New Zealand","Ghana","70","69","71","7","69","76","75","73","7","74","teamBWin"
"Ghana","New Zealand","76","75","73","7","74","70","69","71","7","69","teamAWin"
"New Zealand","Panama","70","69","71","7","69","72","73","72","10","74","teamBWin"
"Panama","New Zealand","72","73","72","10","74","70","69","71","7","69","teamAWin"
"Spain","Cape Verde","86","90","84","13","90","72","73","72","8","72","teamAWin"
"Cape Verde","Spain","72","73","72","8","72","86","90","84","13","90","teamBWin"
"Spain","Saudi Arabia","86","90","84","13","90","74","75","73","8","74","teamAWin"
"Saudi Arabia","Spain","74","75","73","8","74","86","90","84","13","90","teamBWin"
"Spain","Uruguay","86","90","84","13","90","83","82","82","10","83","teamAWin"
"Uruguay","Spain","83","82","82","10","83","86","90","84","13","90","teamBWin"
"Spain","France","86","90","84","13","90","90","84","83","10","87","draw"
"France","Spain","90","84","83","10","87","86","90","84","13","90","draw"
"Spain","Senegal","86","90","84","13","90","81","79","81","10","81","teamAWin"
"Senegal","Spain","81","79","81","10","81","86","90","84","13","90","teamBWin"
"Spain","Norway","86","90","84","13","90","84","80","76","10","82","teamAWin"
"Norway","Spain","84","80","76","10","82","86","90","84","13","90","teamBWin"
"Spain","Iraq","86","90","84","13","90","72","73","72","10","74","teamAWin"
"Iraq","Spain","72","73","72","10","74","86","90","84","13","90","teamBWin"
"Spain","Argentina","86","90","84","13","90","88","86","82","13","89","teamAWin"
"Argentina","Spain","88","86","82","13","89","86","90","84","13","90","draw"
"Spain","Algeria","86","90","84","13","90","78","79","76","10","79","teamAWin"
"Algeria","Spain","78","79","76","10","79","86","90","84","13","90","teamBWin"
"Spain","Austria","86","90","84","13","90","79","82","79","10","81","teamAWin"
"Austria","Spain","79","82","79","10","81","86","90","84","13","90","teamBWin"
"Spain","Jordan","86","90","84","13","90","71","72","70","8","71","teamAWin"
"Jordan","Spain","71","72","70","8","71","86","90","84","13","90","teamBWin"
"Spain","Portugal","86","90","84","13","90","87","84","80","10","85","teamAWin"
"Portugal","Spain","87","84","80","10","85","86","90","84","13","90","draw"
"Spain","Uzbekistan","86","90","84","13","90","73","75","74","10","76","teamAWin"
"Uzbekistan","Spain","73","75","74","10","76","86","90","84","13","90","teamBWin"
"Spain","Colombia","86","90","84","13","90","82","81","78","10","82","teamAWin"
"Colombia","Spain","82","81","78","10","82","86","90","84","13","90","teamBWin"
"Spain","DR Congo","86","90","84","13","90","74","74","75","8","74","teamAWin"
"DR Congo","Spain","74","74","75","8","74","86","90","84","13","90","teamBWin"
"Spain","England","86","90","84","13","90","86","86","84","13","89","draw"
"England","Spain","86","86","84","13","89","86","90","84","13","90","draw"
"Spain","Croatia","86","90","84","13","90","77","84","79","8","79","teamAWin"
"Croatia","Spain","77","84","79","8","79","86","90","84","13","90","teamBWin"
"Spain","Ghana","86","90","84","13","90","76","75","73","7","74","teamAWin"
"Ghana","Spain","76","75","73","7","74","86","90","84","13","90","teamBWin"
"Spain","Panama","86","90","84","13","90","72","73","72","10","74","teamAWin"
"Panama","Spain","72","73","72","10","74","86","90","84","13","90","teamBWin"
"Cape Verde","Saudi Arabia","72","73","72","8","72","74","75","73","8","74","draw"
"Saudi Arabia","Cape Verde","74","75","73","8","74","72","73","72","8","72","draw"
"Cape Verde","Uruguay","72","73","72","8","72","83","82","82","10","83","teamBWin"
"Uruguay","Cape Verde","83","82","82","10","83","72","73","72","8","72","teamAWin"
"Cape Verde","France","72","73","72","8","72","90","84","83","10","87","teamBWin"
"France","Cape Verde","90","84","83","10","87","72","73","72","8","72","teamAWin"
"Cape Verde","Senegal","72","73","72","8","72","81","79","81","10","81","teamBWin"
"Senegal","Cape Verde","81","79","81","10","81","72","73","72","8","72","teamAWin"
"Cape Verde","Norway","72","73","72","8","72","84","80","76","10","82","teamBWin"
"Norway","Cape Verde","84","80","76","10","82","72","73","72","8","72","teamAWin"
"Cape Verde","Iraq","72","73","72","8","72","72","73","72","10","74","draw"
"Iraq","Cape Verde","72","73","72","10","74","72","73","72","8","72","draw"
"Cape Verde","Argentina","72","73","72","8","72","88","86","82","13","89","teamBWin"
"Argentina","Cape Verde","88","86","82","13","89","72","73","72","8","72","teamAWin"
"Cape Verde","Algeria","72","73","72","8","72","78","79","76","10","79","teamBWin"
"Algeria","Cape Verde","78","79","76","10","79","72","73","72","8","72","teamAWin"
"Cape Verde","Austria","72","73","72","8","72","79","82","79","10","81","teamBWin"
"Austria","Cape Verde","79","82","79","10","81","72","73","72","8","72","teamAWin"
"Cape Verde","Jordan","72","73","72","8","72","71","72","70","8","71","draw"
"Jordan","Cape Verde","71","72","70","8","71","72","73","72","8","72","draw"
"Cape Verde","Portugal","72","73","72","8","72","87","84","80","10","85","teamBWin"
"Portugal","Cape Verde","87","84","80","10","85","72","73","72","8","72","teamAWin"
"Cape Verde","Uzbekistan","72","73","72","8","72","73","75","74","10","76","teamBWin"
"Uzbekistan","Cape Verde","73","75","74","10","76","72","73","72","8","72","draw"
"Cape Verde","Colombia","72","73","72","8","72","82","81","78","10","82","teamBWin"
"Colombia","Cape Verde","82","81","78","10","82","72","73","72","8","72","teamAWin"
"Cape Verde","DR Congo","72","73","72","8","72","74","74","75","8","74","draw"
"DR Congo","Cape Verde","74","74","75","8","74","72","73","72","8","72","draw"
"Cape Verde","England","72","73","72","8","72","86","86","84","13","89","teamBWin"
"England","Cape Verde","86","86","84","13","89","72","73","72","8","72","teamAWin"
"Cape Verde","Croatia","72","73","72","8","72","77","84","79","8","79","teamBWin"
"Croatia","Cape Verde","77","84","79","8","79","72","73","72","8","72","teamAWin"
"Cape Verde","Ghana","72","73","72","8","72","76","75","73","7","74","teamBWin"
"Ghana","Cape Verde","76","75","73","7","74","72","73","72","8","72","draw"
"Cape Verde","Panama","72","73","72","8","72","72","73","72","10","74","draw"
"Panama","Cape Verde","72","73","72","10","74","72","73","72","8","72","draw"
"Saudi Arabia","Uruguay","74","75","73","8","74","83","82","82","10","83","teamBWin"
"Uruguay","Saudi Arabia","83","82","82","10","83","74","75","73","8","74","teamAWin"
"Saudi Arabia","France","74","75","73","8","74","90","84","83","10","87","teamBWin"
"France","Saudi Arabia","90","84","83","10","87","74","75","73","8","74","teamAWin"
"Saudi Arabia","Senegal","74","75","73","8","74","81","79","81","10","81","teamBWin"
"Senegal","Saudi Arabia","81","79","81","10","81","74","75","73","8","74","teamAWin"
"Saudi Arabia","Norway","74","75","73","8","74","84","80","76","10","82","teamBWin"
"Norway","Saudi Arabia","84","80","76","10","82","74","75","73","8","74","teamAWin"
"Saudi Arabia","Iraq","74","75","73","8","74","72","73","72","10","74","draw"
"Iraq","Saudi Arabia","72","73","72","10","74","74","75","73","8","74","draw"
"Saudi Arabia","Argentina","74","75","73","8","74","88","86","82","13","89","teamBWin"
"Argentina","Saudi Arabia","88","86","82","13","89","74","75","73","8","74","teamAWin"
"Saudi Arabia","Algeria","74","75","73","8","74","78","79","76","10","79","teamBWin"
"Algeria","Saudi Arabia","78","79","76","10","79","74","75","73","8","74","draw"
"Saudi Arabia","Austria","74","75","73","8","74","79","82","79","10","81","teamBWin"
"Austria","Saudi Arabia","79","82","79","10","81","74","75","73","8","74","teamAWin"
"Saudi Arabia","Jordan","74","75","73","8","74","71","72","70","8","71","teamAWin"
"Jordan","Saudi Arabia","71","72","70","8","71","74","75","73","8","74","teamBWin"
"Saudi Arabia","Portugal","74","75","73","8","74","87","84","80","10","85","teamBWin"
"Portugal","Saudi Arabia","87","84","80","10","85","74","75","73","8","74","teamAWin"
"Saudi Arabia","Uzbekistan","74","75","73","8","74","73","75","74","10","76","teamBWin"
"Uzbekistan","Saudi Arabia","73","75","74","10","76","74","75","73","8","74","draw"
"Saudi Arabia","Colombia","74","75","73","8","74","82","81","78","10","82","teamBWin"
"Colombia","Saudi Arabia","82","81","78","10","82","74","75","73","8","74","teamAWin"
"Saudi Arabia","DR Congo","74","75","73","8","74","74","74","75","8","74","draw"
"DR Congo","Saudi Arabia","74","74","75","8","74","74","75","73","8","74","draw"
"Saudi Arabia","England","74","75","73","8","74","86","86","84","13","89","teamBWin"
"England","Saudi Arabia","86","86","84","13","89","74","75","73","8","74","teamAWin"
"Saudi Arabia","Croatia","74","75","73","8","74","77","84","79","8","79","draw"
"Croatia","Saudi Arabia","77","84","79","8","79","74","75","73","8","74","teamAWin"
"Saudi Arabia","Ghana","74","75","73","8","74","76","75","73","7","74","draw"
"Ghana","Saudi Arabia","76","75","73","7","74","74","75","73","8","74","draw"
"Saudi Arabia","Panama","74","75","73","8","74","72","73","72","10","74","draw"
"Panama","Saudi Arabia","72","73","72","10","74","74","75","73","8","74","draw"
"Uruguay","France","83","82","82","10","83","90","84","83","10","87","teamBWin"
"France","Uruguay","90","84","83","10","87","83","82","82","10","83","draw"
"Uruguay","Senegal","83","82","82","10","83","81","79","81","10","81","draw"
"Senegal","Uruguay","81","79","81","10","81","83","82","82","10","83","teamBWin"
"Uruguay","Norway","83","82","82","10","83","84","80","76","10","82","teamAWin"
"Norway","Uruguay","84","80","76","10","82","83","82","82","10","83","draw"
"Uruguay","Iraq","83","82","82","10","83","72","73","72","10","74","teamAWin"
"Iraq","Uruguay","72","73","72","10","74","83","82","82","10","83","teamBWin"
"Uruguay","Argentina","83","82","82","10","83","88","86","82","13","89","teamBWin"
"Argentina","Uruguay","88","86","82","13","89","83","82","82","10","83","teamAWin"
"Uruguay","Algeria","83","82","82","10","83","78","79","76","10","79","teamAWin"
"Algeria","Uruguay","78","79","76","10","79","83","82","82","10","83","teamBWin"
"Uruguay","Austria","83","82","82","10","83","79","82","79","10","81","draw"
"Austria","Uruguay","79","82","79","10","81","83","82","82","10","83","teamBWin"
"Uruguay","Jordan","83","82","82","10","83","71","72","70","8","71","teamAWin"
"Jordan","Uruguay","71","72","70","8","71","83","82","82","10","83","teamBWin"
"Uruguay","Portugal","83","82","82","10","83","87","84","80","10","85","draw"
"Portugal","Uruguay","87","84","80","10","85","83","82","82","10","83","draw"
"Uruguay","Uzbekistan","83","82","82","10","83","73","75","74","10","76","teamAWin"
"Uzbekistan","Uruguay","73","75","74","10","76","83","82","82","10","83","teamBWin"
"Uruguay","Colombia","83","82","82","10","83","82","81","78","10","82","draw"
"Colombia","Uruguay","82","81","78","10","82","83","82","82","10","83","draw"
"Uruguay","DR Congo","83","82","82","10","83","74","74","75","8","74","teamAWin"
"DR Congo","Uruguay","74","74","75","8","74","83","82","82","10","83","teamBWin"
"Uruguay","England","83","82","82","10","83","86","86","84","13","89","draw"
"England","Uruguay","86","86","84","13","89","83","82","82","10","83","teamAWin"
"Uruguay","Croatia","83","82","82","10","83","77","84","79","8","79","teamAWin"
"Croatia","Uruguay","77","84","79","8","79","83","82","82","10","83","teamBWin"
"Uruguay","Ghana","83","82","82","10","83","76","75","73","7","74","teamAWin"
"Ghana","Uruguay","76","75","73","7","74","83","82","82","10","83","teamBWin"
"Uruguay","Panama","83","82","82","10","83","72","73","72","10","74","teamAWin"
"Panama","Uruguay","72","73","72","10","74","83","82","82","10","83","teamBWin"
"France","Senegal","90","84","83","10","87","81","79","81","10","81","teamAWin"
"Senegal","France","81","79","81","10","81","90","84","83","10","87","teamBWin"
"France","Norway","90","84","83","10","87","84","80","76","10","82","teamAWin"
"Norway","France","84","80","76","10","82","90","84","83","10","87","teamBWin"
"France","Iraq","90","84","83","10","87","72","73","72","10","74","teamAWin"
"Iraq","France","72","73","72","10","74","90","84","83","10","87","teamBWin"
"France","Argentina","90","84","83","10","87","88","86","82","13","89","draw"
"Argentina","France","88","86","82","13","89","90","84","83","10","87","draw"
"France","Algeria","90","84","83","10","87","78","79","76","10","79","teamAWin"
"Algeria","France","78","79","76","10","79","90","84","83","10","87","teamBWin"
"France","Austria","90","84","83","10","87","79","82","79","10","81","teamAWin"
"Austria","France","79","82","79","10","81","90","84","83","10","87","teamBWin"
"France","Jordan","90","84","83","10","87","71","72","70","8","71","teamAWin"
"Jordan","France","71","72","70","8","71","90","84","83","10","87","teamBWin"
"France","Portugal","90","84","83","10","87","87","84","80","10","85","teamAWin"
"Portugal","France","87","84","80","10","85","90","84","83","10","87","draw"
"France","Uzbekistan","90","84","83","10","87","73","75","74","10","76","teamAWin"
"Uzbekistan","France","73","75","74","10","76","90","84","83","10","87","teamBWin"
"France","Colombia","90","84","83","10","87","82","81","78","10","82","teamAWin"
"Colombia","France","82","81","78","10","82","90","84","83","10","87","teamBWin"
"France","DR Congo","90","84","83","10","87","74","74","75","8","74","teamAWin"
"DR Congo","France","74","74","75","8","74","90","84","83","10","87","teamBWin"
"France","England","90","84","83","10","87","86","86","84","13","89","draw"
"England","France","86","86","84","13","89","90","84","83","10","87","teamAWin"
"France","Croatia","90","84","83","10","87","77","84","79","8","79","teamAWin"
"Croatia","France","77","84","79","8","79","90","84","83","10","87","teamBWin"
"France","Ghana","90","84","83","10","87","76","75","73","7","74","teamAWin"
"Ghana","France","76","75","73","7","74","90","84","83","10","87","teamBWin"
"France","Panama","90","84","83","10","87","72","73","72","10","74","teamAWin"
"Panama","France","72","73","72","10","74","90","84","83","10","87","teamBWin"
"Senegal","Norway","81","79","81","10","81","84","80","76","10","82","draw"
"Norway","Senegal","84","80","76","10","82","81","79","81","10","81","draw"
"Senegal","Iraq","81","79","81","10","81","72","73","72","10","74","teamAWin"
"Iraq","Senegal","72","73","72","10","74","81","79","81","10","81","teamBWin"
"Senegal","Argentina","81","79","81","10","81","88","86","82","13","89","teamBWin"
"Argentina","Senegal","88","86","82","13","89","81","79","81","10","81","teamAWin"
"Senegal","Algeria","81","79","81","10","81","78","79","76","10","79","draw"
"Algeria","Senegal","78","79","76","10","79","81","79","81","10","81","draw"
"Senegal","Austria","81","79","81","10","81","79","82","79","10","81","draw"
"Austria","Senegal","79","82","79","10","81","81","79","81","10","81","draw"
"Senegal","Jordan","81","79","81","10","81","71","72","70","8","71","teamAWin"
"Jordan","Senegal","71","72","70","8","71","81","79","81","10","81","teamBWin"
"Senegal","Portugal","81","79","81","10","81","87","84","80","10","85","teamBWin"
"Portugal","Senegal","87","84","80","10","85","81","79","81","10","81","teamAWin"
"Senegal","Uzbekistan","81","79","81","10","81","73","75","74","10","76","teamAWin"
"Uzbekistan","Senegal","73","75","74","10","76","81","79","81","10","81","teamBWin"
"Senegal","Colombia","81","79","81","10","81","82","81","78","10","82","draw"
"Colombia","Senegal","82","81","78","10","82","81","79","81","10","81","teamAWin"
"Senegal","DR Congo","81","79","81","10","81","74","74","75","8","74","teamAWin"
"DR Congo","Senegal","74","74","75","8","74","81","79","81","10","81","teamBWin"
"Senegal","England","81","79","81","10","81","86","86","84","13","89","teamBWin"
"England","Senegal","86","86","84","13","89","81","79","81","10","81","teamAWin"
"Senegal","Croatia","81","79","81","10","81","77","84","79","8","79","draw"
"Croatia","Senegal","77","84","79","8","79","81","79","81","10","81","teamBWin"
"Senegal","Ghana","81","79","81","10","81","76","75","73","7","74","teamAWin"
"Ghana","Senegal","76","75","73","7","74","81","79","81","10","81","teamBWin"
"Senegal","Panama","81","79","81","10","81","72","73","72","10","74","teamAWin"
"Panama","Senegal","72","73","72","10","74","81","79","81","10","81","teamBWin"
"Norway","Iraq","84","80","76","10","82","72","73","72","10","74","teamAWin"
"Iraq","Norway","72","73","72","10","74","84","80","76","10","82","teamBWin"
"Norway","Argentina","84","80","76","10","82","88","86","82","13","89","teamBWin"
"Argentina","Norway","88","86","82","13","89","84","80","76","10","82","teamAWin"
"Norway","Algeria","84","80","76","10","82","78","79","76","10","79","teamAWin"
"Algeria","Norway","78","79","76","10","79","84","80","76","10","82","draw"
"Norway","Austria","84","80","76","10","82","79","82","79","10","81","draw"
"Austria","Norway","79","82","79","10","81","84","80","76","10","82","draw"
"Norway","Jordan","84","80","76","10","82","71","72","70","8","71","teamAWin"
"Jordan","Norway","71","72","70","8","71","84","80","76","10","82","teamBWin"
"Norway","Portugal","84","80","76","10","82","87","84","80","10","85","teamBWin"
"Portugal","Norway","87","84","80","10","85","84","80","76","10","82","draw"
"Norway","Uzbekistan","84","80","76","10","82","73","75","74","10","76","teamAWin"
"Uzbekistan","Norway","73","75","74","10","76","84","80","76","10","82","teamBWin"
"Norway","Colombia","84","80","76","10","82","82","81","78","10","82","draw"
"Colombia","Norway","82","81","78","10","82","84","80","76","10","82","draw"
"Norway","DR Congo","84","80","76","10","82","74","74","75","8","74","teamAWin"
"DR Congo","Norway","74","74","75","8","74","84","80","76","10","82","teamBWin"
"Norway","England","84","80","76","10","82","86","86","84","13","89","teamBWin"
"England","Norway","86","86","84","13","89","84","80","76","10","82","teamAWin"
"Norway","Croatia","84","80","76","10","82","77","84","79","8","79","draw"
"Croatia","Norway","77","84","79","8","79","84","80","76","10","82","teamBWin"
"Norway","Ghana","84","80","76","10","82","76","75","73","7","74","teamAWin"
"Ghana","Norway","76","75","73","7","74","84","80","76","10","82","teamBWin"
"Norway","Panama","84","80","76","10","82","72","73","72","10","74","teamAWin"
"Panama","Norway","72","73","72","10","74","84","80","76","10","82","teamBWin"
"Iraq","Argentina","72","73","72","10","74","88","86","82","13","89","teamBWin"
"Argentina","Iraq","88","86","82","13","89","72","73","72","10","74","teamAWin"
"Iraq","Algeria","72","73","72","10","74","78","79","76","10","79","teamBWin"
"Algeria","Iraq","78","79","76","10","79","72","73","72","10","74","draw"
"Iraq","Austria","72","73","72","10","74","79","82","79","10","81","teamBWin"
"Austria","Iraq","79","82","79","10","81","72","73","72","10","74","teamAWin"
"Iraq","Jordan","72","73","72","10","74","71","72","70","8","71","teamAWin"
"Jordan","Iraq","71","72","70","8","71","72","73","72","10","74","teamBWin"
"Iraq","Portugal","72","73","72","10","74","87","84","80","10","85","teamBWin"
"Portugal","Iraq","87","84","80","10","85","72","73","72","10","74","teamAWin"
"Iraq","Uzbekistan","72","73","72","10","74","73","75","74","10","76","teamBWin"
"Uzbekistan","Iraq","73","75","74","10","76","72","73","72","10","74","draw"
"Iraq","Colombia","72","73","72","10","74","82","81","78","10","82","teamBWin"
"Colombia","Iraq","82","81","78","10","82","72","73","72","10","74","teamAWin"
"Iraq","DR Congo","72","73","72","10","74","74","74","75","8","74","draw"
"DR Congo","Iraq","74","74","75","8","74","72","73","72","10","74","draw"
"Iraq","England","72","73","72","10","74","86","86","84","13","89","teamBWin"
"England","Iraq","86","86","84","13","89","72","73","72","10","74","teamAWin"
"Iraq","Croatia","72","73","72","10","74","77","84","79","8","79","teamBWin"
"Croatia","Iraq","77","84","79","8","79","72","73","72","10","74","teamAWin"
"Iraq","Ghana","72","73","72","10","74","76","75","73","7","74","draw"
"Ghana","Iraq","76","75","73","7","74","72","73","72","10","74","draw"
"Iraq","Panama","72","73","72","10","74","72","73","72","10","74","draw"
"Panama","Iraq","72","73","72","10","74","72","73","72","10","74","draw"
"Argentina","Algeria","88","86","82","13","89","78","79","76","10","79","teamAWin"
"Algeria","Argentina","78","79","76","10","79","88","86","82","13","89","teamBWin"
"Argentina","Austria","88","86","82","13","89","79","82","79","10","81","teamAWin"
"Austria","Argentina","79","82","79","10","81","88","86","82","13","89","teamBWin"
"Argentina","Jordan","88","86","82","13","89","71","72","70","8","71","teamAWin"
"Jordan","Argentina","71","72","70","8","71","88","86","82","13","89","teamBWin"
"Argentina","Portugal","88","86","82","13","89","87","84","80","10","85","draw"
"Portugal","Argentina","87","84","80","10","85","88","86","82","13","89","draw"
"Argentina","Uzbekistan","88","86","82","13","89","73","75","74","10","76","teamAWin"
"Uzbekistan","Argentina","73","75","74","10","76","88","86","82","13","89","teamBWin"
"Argentina","Colombia","88","86","82","13","89","82","81","78","10","82","teamAWin"
"Colombia","Argentina","82","81","78","10","82","88","86","82","13","89","teamBWin"
"Argentina","DR Congo","88","86","82","13","89","74","74","75","8","74","teamAWin"
"DR Congo","Argentina","74","74","75","8","74","88","86","82","13","89","teamBWin"
"Argentina","England","88","86","82","13","89","86","86","84","13","89","teamAWin"
"England","Argentina","86","86","84","13","89","88","86","82","13","89","draw"
"Argentina","Croatia","88","86","82","13","89","77","84","79","8","79","teamAWin"
"Croatia","Argentina","77","84","79","8","79","88","86","82","13","89","teamBWin"
"Argentina","Ghana","88","86","82","13","89","76","75","73","7","74","teamAWin"
"Ghana","Argentina","76","75","73","7","74","88","86","82","13","89","teamBWin"
"Argentina","Panama","88","86","82","13","89","72","73","72","10","74","teamAWin"
"Panama","Argentina","72","73","72","10","74","88","86","82","13","89","teamBWin"
"Algeria","Austria","78","79","76","10","79","79","82","79","10","81","draw"
"Austria","Algeria","79","82","79","10","81","78","79","76","10","79","draw"
"Algeria","Jordan","78","79","76","10","79","71","72","70","8","71","teamAWin"
"Jordan","Algeria","71","72","70","8","71","78","79","76","10","79","teamBWin"
"Algeria","Portugal","78","79","76","10","79","87","84","80","10","85","teamBWin"
"Portugal","Algeria","87","84","80","10","85","78","79","76","10","79","teamAWin"
"Algeria","Uzbekistan","78","79","76","10","79","73","75","74","10","76","draw"
"Uzbekistan","Algeria","73","75","74","10","76","78","79","76","10","79","draw"
"Algeria","Colombia","78","79","76","10","79","82","81","78","10","82","draw"
"Colombia","Algeria","82","81","78","10","82","78","79","76","10","79","teamAWin"
"Algeria","DR Congo","78","79","76","10","79","74","74","75","8","74","teamAWin"
"DR Congo","Algeria","74","74","75","8","74","78","79","76","10","79","draw"
"Algeria","England","78","79","76","10","79","86","86","84","13","89","teamBWin"
"England","Algeria","86","86","84","13","89","78","79","76","10","79","teamAWin"
"Algeria","Croatia","78","79","76","10","79","77","84","79","8","79","draw"
"Croatia","Algeria","77","84","79","8","79","78","79","76","10","79","draw"
"Algeria","Ghana","78","79","76","10","79","76","75","73","7","74","teamAWin"
"Ghana","Algeria","76","75","73","7","74","78","79","76","10","79","draw"
"Algeria","Panama","78","79","76","10","79","72","73","72","10","74","teamAWin"
"Panama","Algeria","72","73","72","10","74","78","79","76","10","79","draw"
"Austria","Jordan","79","82","79","10","81","71","72","70","8","71","teamAWin"
"Jordan","Austria","71","72","70","8","71","79","82","79","10","81","teamBWin"
"Austria","Portugal","79","82","79","10","81","87","84","80","10","85","teamBWin"
"Portugal","Austria","87","84","80","10","85","79","82","79","10","81","teamAWin"
"Austria","Uzbekistan","79","82","79","10","81","73","75","74","10","76","teamAWin"
"Uzbekistan","Austria","73","75","74","10","76","79","82","79","10","81","draw"
"Austria","Colombia","79","82","79","10","81","82","81","78","10","82","draw"
"Colombia","Austria","82","81","78","10","82","79","82","79","10","81","teamAWin"
"Austria","DR Congo","79","82","79","10","81","74","74","75","8","74","teamAWin"
"DR Congo","Austria","74","74","75","8","74","79","82","79","10","81","teamBWin"
"Austria","England","79","82","79","10","81","86","86","84","13","89","teamBWin"
"England","Austria","86","86","84","13","89","79","82","79","10","81","teamAWin"
"Austria","Croatia","79","82","79","10","81","77","84","79","8","79","draw"
"Croatia","Austria","77","84","79","8","79","79","82","79","10","81","teamBWin"
"Austria","Ghana","79","82","79","10","81","76","75","73","7","74","teamAWin"
"Ghana","Austria","76","75","73","7","74","79","82","79","10","81","teamBWin"
"Austria","Panama","79","82","79","10","81","72","73","72","10","74","teamAWin"
"Panama","Austria","72","73","72","10","74","79","82","79","10","81","teamBWin"
"Jordan","Portugal","71","72","70","8","71","87","84","80","10","85","teamBWin"
"Portugal","Jordan","87","84","80","10","85","71","72","70","8","71","teamAWin"
"Jordan","Uzbekistan","71","72","70","8","71","73","75","74","10","76","teamBWin"
"Uzbekistan","Jordan","73","75","74","10","76","71","72","70","8","71","draw"
"Jordan","Colombia","71","72","70","8","71","82","81","78","10","82","teamBWin"
"Colombia","Jordan","82","81","78","10","82","71","72","70","8","71","teamAWin"
"Jordan","DR Congo","71","72","70","8","71","74","74","75","8","74","draw"
"DR Congo","Jordan","74","74","75","8","74","71","72","70","8","71","draw"
"Jordan","England","71","72","70","8","71","86","86","84","13","89","teamBWin"
"England","Jordan","86","86","84","13","89","71","72","70","8","71","teamAWin"
"Jordan","Croatia","71","72","70","8","71","77","84","79","8","79","teamBWin"
"Croatia","Jordan","77","84","79","8","79","71","72","70","8","71","teamAWin"
"Jordan","Ghana","71","72","70","8","71","76","75","73","7","74","draw"
"Ghana","Jordan","76","75","73","7","74","71","72","70","8","71","draw"
"Jordan","Panama","71","72","70","8","71","72","73","72","10","74","draw"
"Panama","Jordan","72","73","72","10","74","71","72","70","8","71","draw"
"Portugal","Uzbekistan","87","84","80","10","85","73","75","74","10","76","teamAWin"
"Uzbekistan","Portugal","73","75","74","10","76","87","84","80","10","85","teamBWin"
"Portugal","Colombia","87","84","80","10","85","82","81","78","10","82","teamAWin"
"Colombia","Portugal","82","81","78","10","82","87","84","80","10","85","teamBWin"
"Portugal","DR Congo","87","84","80","10","85","74","74","75","8","74","teamAWin"
"DR Congo","Portugal","74","74","75","8","74","87","84","80","10","85","teamBWin"
"Portugal","England","87","84","80","10","85","86","86","84","13","89","teamBWin"
"England","Portugal","86","86","84","13","89","87","84","80","10","85","teamAWin"
"Portugal","Croatia","87","84","80","10","85","77","84","79","8","79","teamAWin"
"Croatia","Portugal","77","84","79","8","79","87","84","80","10","85","teamBWin"
"Portugal","Ghana","87","84","80","10","85","76","75","73","7","74","teamAWin"
"Ghana","Portugal","76","75","73","7","74","87","84","80","10","85","teamBWin"
"Portugal","Panama","87","84","80","10","85","72","73","72","10","74","teamAWin"
"Panama","Portugal","72","73","72","10","74","87","84","80","10","85","teamBWin"
"Uzbekistan","Colombia","73","75","74","10","76","82","81","78","10","82","teamBWin"
